"X1"	"X2"	"X3"
0	NA	NA
1e-04	NA	NA
2e-04	NA	NA
3e-04	NA	NA
4e-04	NA	NA
5e-04	NA	NA
6e-04	NA	NA
7e-04	NA	NA
8e-04	NA	NA
9e-04	NA	NA
0.001	NA	NA
0.0011	NA	NA
0.0012	NA	NA
0.0013	NA	NA
0.0014	NA	NA
0.0015	NA	NA
0.0016	NA	NA
0.0017	NA	NA
0.0018	NA	NA
0.0019	NA	NA
0.002	NA	NA
0.0021	NA	NA
0.0022	NA	NA
0.0023	NA	NA
0.0024	NA	NA
0.0025	NA	NA
0.0026	NA	NA
0.0027	NA	NA
0.0028	NA	NA
0.0029	NA	NA
0.003	NA	NA
0.0031	NA	NA
0.0032	NA	NA
0.0033	NA	NA
0.0034	NA	NA
0.0035	NA	NA
0.0036	NA	NA
0.0037	NA	NA
0.0038	NA	NA
0.0039	NA	NA
0.004	NA	NA
0.0041	NA	NA
0.0042	NA	NA
0.0043	NA	NA
0.0044	NA	NA
0.0045	NA	NA
0.0046	NA	NA
0.0047	NA	NA
0.0048	NA	NA
0.0049	NA	NA
0.005	NA	NA
0.0051	NA	NA
0.0052	NA	NA
0.0053	NA	NA
0.0054	NA	NA
0.0055	NA	NA
0.0056	NA	NA
0.0057	NA	NA
0.0058	NA	NA
0.0059	NA	NA
0.006	NA	NA
0.0061	NA	NA
0.0062	NA	NA
0.0063	NA	NA
0.0064	NA	NA
0.0065	NA	NA
0.0066	NA	NA
0.0067	NA	NA
0.0068	NA	NA
0.0069	NA	NA
0.007	NA	NA
0.0071	NA	NA
0.0072	NA	NA
0.0073	NA	NA
0.0074	NA	NA
0.0075	NA	NA
0.0076	NA	NA
0.0077	NA	NA
0.0078	NA	NA
0.0079	NA	NA
0.008	NA	NA
0.0081	NA	NA
0.0082	NA	NA
0.0083	NA	NA
0.0084	NA	NA
0.0085	NA	NA
0.0086	NA	NA
0.0087	NA	NA
0.0088	NA	NA
0.0089	NA	NA
0.009	NA	NA
0.0091	NA	NA
0.0092	NA	NA
0.0093	NA	NA
0.0094	NA	NA
0.0095	NA	NA
0.0096	NA	NA
0.0097	NA	NA
0.0098	NA	NA
0.0099	NA	NA
0.01	NA	NA
0.0101	NA	NA
0.0102	NA	NA
0.0103	NA	NA
0.0104	NA	NA
0.0105	NA	NA
0.0106	NA	NA
0.0107	NA	NA
0.0108	NA	NA
0.0109	NA	NA
0.011	NA	NA
0.0111	NA	NA
0.0112	NA	NA
0.0113	NA	NA
0.0114	NA	NA
0.0115	NA	NA
0.0116	NA	NA
0.0117	NA	NA
0.0118	NA	NA
0.0119	NA	NA
0.012	NA	NA
0.0121	NA	NA
0.0122	NA	NA
0.0123	NA	NA
0.0124	NA	NA
0.0125	NA	NA
0.0126	NA	NA
0.0127	NA	NA
0.0128	NA	NA
0.0129	NA	NA
0.013	NA	NA
0.0131	NA	NA
0.0132	NA	NA
0.0133	NA	NA
0.0134	NA	NA
0.0135	NA	NA
0.0136	NA	NA
0.0137	NA	NA
0.0138	NA	NA
0.0139	NA	NA
0.014	NA	NA
0.0141	NA	NA
0.0142	NA	NA
0.0143	NA	NA
0.0144	NA	NA
0.0145	NA	NA
0.0146	NA	NA
0.0147	NA	NA
0.0148	NA	NA
0.0149	NA	NA
0.015	NA	NA
0.0151	NA	NA
0.0152	NA	NA
0.0153	NA	NA
0.0154	NA	NA
0.0155	NA	NA
0.0156	NA	NA
0.0157	NA	NA
0.0158	NA	NA
0.0159	NA	NA
0.016	NA	NA
0.0161	NA	NA
0.0162	NA	NA
0.0163	NA	NA
0.0164	NA	NA
0.0165	NA	NA
0.0166	NA	NA
0.0167	NA	NA
0.0168	NA	NA
0.0169	NA	NA
0.017	NA	NA
0.0171	NA	NA
0.0172	NA	NA
0.0173	NA	NA
0.0174	NA	NA
0.0175	NA	NA
0.0176	NA	NA
0.0177	NA	NA
0.0178	NA	NA
0.0179	NA	NA
0.018	NA	NA
0.0181	NA	NA
0.0182	NA	NA
0.0183	NA	NA
0.0184	NA	NA
0.0185	NA	NA
0.0186	NA	NA
0.0187	NA	NA
0.0188	NA	NA
0.0189	NA	NA
0.019	NA	NA
0.0191	NA	NA
0.0192	NA	NA
0.0193	NA	NA
0.0194	NA	NA
0.0195	NA	NA
0.0196	NA	NA
0.0197	NA	NA
0.0198	NA	NA
0.0199	NA	NA
0.02	NA	NA
0.0201	NA	NA
0.0202	NA	NA
0.0203	NA	NA
0.0204	NA	NA
0.0205	NA	NA
0.0206	NA	NA
0.0207	NA	NA
0.0208	NA	NA
0.0209	NA	NA
0.021	NA	NA
0.0211	NA	NA
0.0212	NA	NA
0.0213	NA	NA
0.0214	NA	NA
0.0215	NA	NA
0.0216	NA	NA
0.0217	NA	NA
0.0218	NA	NA
0.0219	NA	NA
0.022	NA	NA
0.0221	NA	NA
0.0222	NA	NA
0.0223	NA	NA
0.0224	NA	NA
0.0225	NA	NA
0.0226	NA	NA
0.0227	NA	NA
0.0228	NA	NA
0.0229	NA	NA
0.023	NA	NA
0.0231	NA	NA
0.0232	NA	NA
0.0233	NA	NA
0.0234	NA	NA
0.0235	NA	NA
0.0236	NA	NA
0.0237	NA	NA
0.0238	NA	NA
0.0239	NA	NA
0.024	NA	NA
0.0241	NA	NA
0.0242	NA	NA
0.0243	NA	NA
0.0244	NA	NA
0.0245	NA	NA
0.0246	NA	NA
0.0247	NA	NA
0.0248	NA	NA
0.0249	NA	NA
0.025	NA	NA
0.0251	NA	NA
0.0252	NA	NA
0.0253	NA	NA
0.0254	NA	NA
0.0255	NA	NA
0.0256	NA	NA
0.0257	NA	NA
0.0258	NA	NA
0.0259	NA	NA
0.026	NA	NA
0.0261	NA	NA
0.0262	NA	NA
0.0263	NA	NA
0.0264	NA	NA
0.0265	NA	NA
0.0266	NA	NA
0.0267	NA	NA
0.0268	NA	NA
0.0269	NA	NA
0.027	NA	NA
0.0271	NA	NA
0.0272	NA	NA
0.0273	NA	NA
0.0274	NA	NA
0.0275	NA	NA
0.0276	NA	NA
0.0277	NA	NA
0.0278	NA	NA
0.0279	NA	NA
0.028	NA	NA
0.0281	NA	NA
0.0282	NA	NA
0.0283	NA	NA
0.0284	NA	NA
0.0285	NA	NA
0.0286	NA	NA
0.0287	NA	NA
0.0288	NA	NA
0.0289	NA	NA
0.029	NA	NA
0.0291	NA	NA
0.0292	NA	NA
0.0293	NA	NA
0.0294	NA	NA
0.0295	NA	NA
0.0296	NA	NA
0.0297	NA	NA
0.0298	NA	NA
0.0299	NA	NA
0.03	NA	NA
0.0301	NA	NA
0.0302	NA	NA
0.0303	NA	NA
0.0304	NA	NA
0.0305	NA	NA
0.0306	NA	NA
0.0307	NA	NA
0.0308	NA	NA
0.0309	NA	NA
0.031	NA	NA
0.0311	NA	NA
0.0312	NA	NA
0.0313	NA	NA
0.0314	NA	NA
0.0315	NA	NA
0.0316	NA	NA
0.0317	NA	NA
0.0318	NA	NA
0.0319	NA	NA
0.032	NA	NA
0.0321	NA	NA
0.0322	NA	NA
0.0323	NA	NA
0.0324	NA	NA
0.0325	NA	NA
0.0326	NA	NA
0.0327	NA	NA
0.0328	NA	NA
0.0329	NA	NA
0.033	NA	NA
0.0331	NA	NA
0.0332	NA	NA
0.0333	NA	NA
0.0334	NA	NA
0.0335	NA	NA
0.0336	NA	NA
0.0337	NA	NA
0.0338	NA	NA
0.0339	NA	NA
0.034	NA	NA
0.0341	NA	NA
0.0342	NA	NA
0.0343	NA	NA
0.0344	NA	NA
0.0345	NA	NA
0.0346	NA	NA
0.0347	NA	NA
0.0348	NA	NA
0.0349	NA	NA
0.035	NA	NA
0.0351	NA	NA
0.0352	NA	NA
0.0353	NA	NA
0.0354	NA	NA
0.0355	NA	NA
0.0356	NA	NA
0.0357	NA	NA
0.0358	NA	NA
0.0359	NA	NA
0.036	NA	NA
0.0361	NA	NA
0.0362	NA	NA
0.0363	NA	NA
0.0364	NA	NA
0.0365	NA	NA
0.0366	NA	NA
0.0367	NA	NA
0.0368	NA	NA
0.0369	NA	NA
0.037	NA	NA
0.0371	NA	NA
0.0372	NA	NA
0.0373	NA	NA
0.0374	NA	NA
0.0375	NA	NA
0.0376	NA	NA
0.0377	NA	NA
0.0378	NA	NA
0.0379	NA	NA
0.038	NA	NA
0.0381	NA	NA
0.0382	NA	NA
0.0383	NA	NA
0.0384	NA	NA
0.0385	NA	NA
0.0386	NA	NA
0.0387	NA	NA
0.0388	NA	NA
0.0389	NA	NA
0.039	NA	NA
0.0391	NA	NA
0.0392	NA	NA
0.0393	NA	NA
0.0394	NA	NA
0.0395	NA	NA
0.0396	NA	NA
0.0397	NA	NA
0.0398	NA	NA
